id,premises,question_id,conclusion,label
RelNeg-OWA-D0-4025,"The bear is not round.
The bear likes the cow.
The bear likes the squirrel.
The bear sees the dog.
The bear visits the cow.
The cow is not blue.
The cow is round.
The cow likes the dog.
The dog is green.
The dog is nice.
The dog sees the bear.
The dog does not visit the bear.
The dog visits the cow.
The dog visits the squirrel.
The squirrel is blue.
The squirrel sees the bear.
If something is round and not kind then it visits the squirrel.
If the dog likes the squirrel then the squirrel sees the cow.
If the squirrel is nice and the squirrel visits the bear then the bear is not green.
If the squirrel sees the dog then the dog does not like the bear.
If something visits the cow and the cow is kind then the cow likes the squirrel.
If something likes the cow and the cow does not like the dog then the dog is round.
If something is blue then it visits the bear.
If something is kind and it likes the dog then it sees the dog.",Q2,The bear does not see the dog.,False
AttNonegNatLang-OWA-294,"The young person who is always feeling cold is named Alan.
Charlie is kind and nice and looks green.
Fred may be round, but he is also kind.
Harry seems to be round.
Some cold people can be nice at times,and red at at other times.
Young people who are cold to others and green with envy are actually nice.
People who are young and blue are also red.
Even though a person is big and rough when they are cold they turn red.
Someone who is young at heart and age are very round.
A young person with red hands is rough around the edges.
People who are round and behave in a cold way are surely blue.",Q12,Charlie is blue.,Uncertain
AttNonegNatLang-OWA-76,"Bob is kind and nice and looks green.
Eric, who is relatively young, is also pretty big and tends to be cold.
Fred is kind.
He is also very cold and blue.
That guy Harry sure is nice.
People here that are both big and kind while being cold are always red.
Kind red people are green on the inside.
When someone is kind yet can be cold and blue, they will also be very big.
Kind red and round people often look green.
Is a kind person if feeling cold and looking red then they are usually young.",Q16,Bob is blue.,Uncertain
RelNeg-OWA-D3-405,"The bald eagle is red.
The cat chases the rabbit.
The rabbit does not eat the bald eagle.
The squirrel chases the rabbit.
If someone likes the bald eagle then the bald eagle chases the cat.
If someone eats the rabbit then the rabbit does not chase the squirrel.
If someone likes the cat and they are not blue then the cat is nice.
If someone is red then they like the bald eagle.
If someone chases the cat then they eat the squirrel.
If someone is kind and they do not eat the rabbit then the rabbit eats the squirrel.
If someone eats the squirrel and they are not red then the squirrel is not nice.
If someone eats the bald eagle then they chase the cat.",Q14,The squirrel likes the rabbit.,Uncertain
AttNoneg-OWA-D3-11,"Bob is furry.
Charlie is furry.
Charlie is green.
Charlie is round.
Fiona is furry.
Fiona is green.
Fiona is nice.
Fiona is round.
Fiona is young.
Harry is green.
Harry is quiet.
Harry is round.
All furry people are young.
If someone is furry and rough then they are round.
Green, young people are furry.
Rough people are round.
Green, rough people are quiet.
All young people are rough.
If someone is rough then they are furry.
Quiet people are rough.",Q7,Charlie is quiet.,True
AttNonegNatLang-OWA-391,"Alan may be round, but he is also kind.
Bob is a round and rough around the edges, and he is also big.
Dave seems to be round.
Fred may be young but he is nice, wears green shoes and is cold.
Big people who are red in color are almost always young.
A nice young person who is big can be considered round.
People turn green when they are feeling blue.
Most round and cold people are often rough.
Nice and green people are often found to be big as well.",Q3,Fred is big.,True
AttNonegNatLang-OWA-72,"Bob is green and cold too.
Charlie seems big and rough, but he's actually quite kind.
The young person who is always feeling cold is named Dave.
When Eric walks around the neighborhood being nice and kind, the closer you get to him you can tell he is blue and red.
A rather big person is a red person.
Young people who are cold and blue are actually kind.
Rough people who are kind and green with envy are red with their toughened skin.
Rough and big people are always also cold people.
People turn green when they are feeling blue.
If someone is cold and blue, you will find that they are also quite young.
A person who is green, blue, and red in color will be round shaped.",Q9,Charlie is not blue.,Uncertain
AttNonegNatLang-OWA-55,"People that know Charlie will tell you he is rough and cold.
But he can also be kind and red despite being blue because he is so young.
That guy Eric sure is nice.
A bit overweight, Fred is big and round.
He's a nice guy who is often cold.
When a person is nice and round and cold, they look blue.
Every single big person is a little green in some areas.
Big people who are red in color are almost always young.
Blue, big and kind all at once, that person must be green too.
People who are feeling blue and green are said to be red.
A nice person who feels blue and looks round is usually kind.",Q6,Fred is not kind.,False
AttNeg-OWA-D3-1068,"Anne is rough.
Bob is round.
Furry things are cold.
If Bob is round then Bob is smart.
Smart things are not furry.
Round, nice things are not furry.
Round, smart things are nice.
If something is smart and round then it is nice.
If something is nice then it is rough.
Young things are round.",Q1,Anne is rough.,True
AttNeg-OWA-D3-514,"Dave is white.
White things are blue.
If Dave is furry then Dave is rough.
Blue things are furry.",Q1,Dave is white.,True
AttNonegNatLang-OWA-53,"Alan is a kind person and he is also often cold.
After Dave got wet in the rain, he feels cold.
He also looks green but big.
Fred was proud of being round, yet rough.
His red cheeks glowed.
Gary is green and cold too.
A very big person who is green but also red is a rough person.
If you pass someone who is red and round and kind, you'll notice they act in a cold manner.
Anyone having rough, cold and green qualities will also have a big quality.
Count on anyone you meet who is big, round, and red also being kind.
People that are rough and red in the face, are usually big in size.
When you meet and big and nice man, they will be kind to the earth and live green lifestyle.
A young aged and big blue person will definitely be cold.",Q1,Gary is cold.,True
AttNoneg-OWA-D3-425,"Charlie is kind.
Erin is furry.
Gary is furry.
Gary is kind.
Gary is round.
Gary is smart.
Gary is white.
If Gary is smart and Gary is round then Gary is green.
Furry, young things are kind.
If Charlie is green then Charlie is white.
Young, white things are smart.
All kind things are young.
All kind things are green.",Q15,Charlie is not furry.,Uncertain
RelNeg-OWA-D3-58,"The bear visits the cat.
The cat is green.
If something is blue and green then it visits the bear.
If something likes the bear and it sees the cat then it sees the bear.
If something visits the bear then the bear sees the cat.
If the bear is cold then the bear is round.
If the cat is not green then the cat does not see the bear.
If something visits the bear then it likes the bear.
If the cat is green then the cat is blue.
If something visits the cat and it sees the bear then the cat visits the bear.",Q1,The bear visits the cat.,True
AttNonegNatLang-OWA-469,"Alan is green and cold too.
For being so cold, it's good Fred can remain nice.
Gary seems to be round.
No one knows Harry like me and he is a kind guy, very round in the belly and green as grass.
If you meet someone with rough skin who is cold from being outside, you'll notice they are nice.
Kind red people are green on the inside.
Even though young people are rough, they are still very red.
Nice people that are very green and even round shaped will be very young.
Round people who are kind tend to be nice.
A green person that is rough and cold is often also nice.
Someone who is a young age and looks like they are round are also red.",Q15,Fred is not kind.,Uncertain
RelNeg-OWA-D3-1073,"The bald eagle needs the lion.
The bald eagle visits the mouse.
The cow visits the bald eagle.
The lion is green.
The lion sees the cow.
The lion visits the cow.
The mouse is blue.
If the cow needs the mouse then the mouse sees the cow.
If something visits the cow and it is blue then the cow sees the mouse.
If something is green and it needs the lion then it needs the bald eagle.
If the mouse is blue then the mouse needs the lion.
If something needs the lion then it is green.
If something sees the lion and the lion does not need the cow then it is big.",Q3,The mouse needs the lion.,True
RelNoneg-OWA-D3-99,"The cat chases the dog.
The cat needs the cow.
The cat sees the squirrel.
The cow chases the cat.
The cow chases the squirrel.
The cow is kind.
The cow is red.
The cow needs the cat.
The cow sees the squirrel.
The dog chases the squirrel.
The dog is nice.
The dog needs the cow.
The dog sees the cat.
The squirrel is blue.
The squirrel needs the cat.
The squirrel sees the cow.
If someone sees the squirrel then they need the cow.
If someone is kind then they need the dog.
If the cow needs the dog and the cow chases the cat then the dog is kind.",Q3,The cow needs the dog.,True
RelNoneg-OWA-D3-135,"The lion chases the tiger.
The lion eats the rabbit.
The lion eats the tiger.
The lion is young.
The rabbit chases the lion.
The rabbit eats the lion.
The rabbit eats the tiger.
The rabbit is big.
The rabbit is blue.
The rabbit is young.
The rabbit needs the lion.
The rabbit needs the tiger.
The tiger chases the rabbit.
The tiger eats the lion.
The tiger needs the lion.
If someone chases the rabbit then they are young.
If the lion is young then the lion chases the tiger.
If someone needs the tiger and the tiger eats the rabbit then the tiger chases the rabbit.
All kind, blue people are red.
If someone is big and they chase the lion then they need the lion.
If someone needs the lion and they eat the lion then the lion needs the tiger.
If someone chases the lion then they need the tiger.
If someone is young then they chase the lion.",Q13,The rabbit does not chase the rabbit.,Uncertain
RelNeg-OWA-D3-1254,"The dog chases the tiger.
The dog is green.
The dog is kind.
The dog is red.
The dog does not see the tiger.
The dog visits the tiger.
The tiger does not chase the dog.
The tiger is green.
The tiger is red.
The tiger visits the dog.
If something is big then it does not visit the dog.
If something sees the tiger then the tiger is big.
Kind things are big.
If something visits the tiger then it is kind.
If something sees the tiger then it sees the dog.
If something is green then it sees the dog.
If something visits the tiger and the tiger is not big then the tiger is not green.
If something is red and it does not visit the dog then it chases the dog.",Q1,The tiger does not chase the dog.,True
RelNeg-OWA-D2-587,"The cow does not chase the dog.
The dog is kind.
The rabbit is round.
The tiger chases the dog.
If something is kind then it is green.
If something is green then it chases the tiger.
If the cow sees the dog then the dog sees the rabbit.",Q10,The rabbit sees the rabbit.,Uncertain
AttNeg-OWA-D3-368,"Bob is big.
Bob is nice.
Bob is quiet.
Bob is rough.
Bob is round.
Gary is red.
Gary is rough.
Gary is round.
Harry is nice.
Harry is rough.
Round things are big.
If something is red and rough then it is big.
All quiet things are red.
All big, round things are quiet.
If something is nice and round then it is quiet.
All rough, quiet things are nice.",Q12,Gary is young.,Uncertain
RelNeg-OWA-D3-726,"The lion is rough.
The tiger chases the lion.
If the lion eats the tiger and the lion sees the tiger then the tiger is kind.
If something eats the tiger then the tiger eats the lion.
If something sees the tiger then the tiger does not eat the lion.
If something is rough then it is red.
If something chases the lion then the lion eats the tiger.
If something sees the tiger then the tiger sees the lion.
If something eats the lion then the lion chases the tiger.
If the lion is not rough then the lion is not kind.",Q6,The tiger does not eat the lion.,False
AttNoneg-OWA-D3-497,"Erin is furry.
Erin is smart.
Fiona is green.
If something is kind then it is nice.
If something is furry and white then it is rough.
If something is kind and rough then it is nice.
All nice things are white.
If Erin is smart then Erin is nice.
If something is green then it is rough.",Q8,Erin is not rough.,False
AttNonegNatLang-OWA-101,"Alan seems to be round.
Dave is kind and nice and looks green.
Even though Eric is round and big, he is very kind.
When Harry walks around the neighborhood being nice and kind, the closer you get to him you can tell he is blue and red.
A green person that is red and blue are known for their rough skin.
Young people who are both nice and cold also tend to be rough.
Nice people who feel blue often look green when ill.
All the people who have the characteristics of being green, round and cold, tend to be red.
People who are round and behave in a cold way are surely blue.
Green folks who are nice and rough are a round shape.",Q15,Harry is not big.,Uncertain
RelNeg-OWA-D3-149,"The bald eagle is cold.
The bald eagle is rough.
The bald eagle likes the bear.
The bald eagle likes the tiger.
The bald eagle visits the bear.
The bald eagle visits the tiger.
The bear eats the bald eagle.
The bear is big.
The bear is cold.
The bear is not young.
The bear likes the bald eagle.
The bear likes the tiger.
The bear visits the bald eagle.
The bear visits the tiger.
The tiger eats the bear.
If someone eats the tiger then the tiger does not visit the bald eagle.
If the bear visits the bald eagle and the bear is cold then the bald eagle is big.
If someone likes the bear and they are big then they eat the tiger.
If the tiger visits the bald eagle and the bear does not visit the tiger then the bald eagle is cold.
If someone visits the bald eagle and they are rough then the bald eagle is not cold.
If the bald eagle eats the tiger and the tiger is young then the bald eagle visits the tiger.",Q1,The bear visits the tiger.,True
RelNoneg-OWA-D3-445,"The bear is nice.
The mouse needs the tiger.
The rabbit is kind.
The tiger is green.
If something needs the tiger then it eats the tiger.
If something is green and it chases the rabbit then the rabbit chases the tiger.
If something is nice and it chases the rabbit then the rabbit eats the mouse.
If something chases the bear then the bear eats the rabbit.
If something chases the bear then it chases the mouse.
If the bear is rough and the bear needs the rabbit then the rabbit is green.
If something is kind then it needs the mouse.
If something eats the tiger then it chases the bear.",Q16,The tiger chases the tiger.,Uncertain
AttNeg-OWA-D2-636,"Erin is blue.
Fiona is white.
Gary is red.
Harry is white.
If something is big then it is white.
If something is red and not blue then it is not big.
All blue things are big.",Q11,Erin is not red.,Uncertain
RelNeg-OWA-D3-626,"The bald eagle eats the rabbit.
The bald eagle is not blue.
The bald eagle sees the mouse.
The bald eagle sees the tiger.
The mouse is not kind.
The rabbit is kind.
The rabbit is round.
The tiger is blue.
The tiger is green.
The tiger sees the rabbit.
If the mouse is young and the mouse eats the bald eagle then the mouse needs the rabbit.
If something is blue then it eats the mouse.
If something is kind and not young then it eats the mouse.
If something sees the tiger then it eats the rabbit.
If something sees the rabbit then the rabbit is not blue.
If something eats the mouse then the mouse is blue.
If something needs the rabbit and the rabbit eats the tiger then the tiger sees the rabbit.
If something eats the mouse and the mouse eats the tiger then the mouse does not see the rabbit.",Q11,The bald eagle does not eat the mouse.,Uncertain
AttNeg-OWA-D3-829,"Dave is smart.
Fiona is cold.
All rough people are not furry.
If someone is big then they are not furry.
If Fiona is smart then Fiona is furry.
All furry people are cold.
If someone is cold then they are smart.
If someone is furry and smart then they are not green.
Smart, big people are white.
If Dave is rough and Dave is not furry then Dave is not smart.",Q14,Dave is green.,Uncertain
AttNeg-OWA-D3-506,"Bob is white.
Dave is smart.
Gary is round.
Harry is smart.
If someone is green and smart then they are white.
All white people are rough.
All smart people are green.
If Dave is big and Dave is white then Dave is smart.
If someone is big and green then they are smart.
If someone is nice then they are smart.
All green, smart people are nice.
If Bob is not smart then Bob is round.",Q6,Harry is not nice.,False
RelNoneg-OWA-D2-1289,"The bald eagle chases the cat.
The cat sees the cow.
The cow chases the cat.
The mouse chases the bald eagle.
If something visits the mouse then it chases the cat.
If something chases the cow then the cow sees the mouse.
If the mouse chases the bald eagle then the bald eagle chases the cow.",Q7,The mouse does not chase the cat.,Uncertain
AttNeg-OWA-D3-1715,"Anne is smart.
Dave is not green.
Fiona is green.
Harry is round.
If someone is round and white then they are green.
All smart, round people are green.
All cold, kind people are white.
All furry, white people are round.
All green people are furry.
If Anne is smart then Anne is round.",Q14,Anne is cold.,Uncertain
